Prior[0] 0.500390808191 Prior[1] 0.499609191809
delicious 0 0.000312207305651 1 0.00187617260788
renos 0 0.000312207305651 1 0.000625390869293
dazzles 0 0.000312207305651 1 0.00093808630394
widely 0 0.000312207305651 1 0.000625390869293
peoples 0 0.000312207305651 1 0.00093808630394
esteemed 0 0.000624414611302 1 0.000312695434647
spears 0 0.00218545113956 1 0.000312695434647
daughters 0 0.000624414611302 1 0.000625390869293
higher 0 0.000312207305651 1 0.00156347717323
literature 0 0.000312207305651 1 0.00093808630394
kitsch 0 0.000624414611302 1 0.000625390869293
restraint 0 0.000624414611302 1 0.00093808630394
depersonalization 0 0.000624414611302 1 0.000312695434647
painless 0 0.000624414611302 1 0.000312695434647
negotiate 0 0.000624414611302 1 0.00093808630394
flows 0 0.000624414611302 1 0.000312695434647
paxton 0 0.000312207305651 1 0.00156347717323
brooding 0 0.000312207305651 1 0.00125078173859
liang 0 0.000312207305651 1 0.000625390869293
moving 0 0.00249765844521 1 0.0115697310819
resonance 0 0.00187324383391 1 0.00156347717323
apenas 0 0.000624414611302 1 0.000625390869293
robust 0 0.000312207305651 1 0.00093808630394
kaleidoscope 0 0.000624414611302 1 0.000312695434647
weird 0 0.00249765844521 1 0.00312695434647
wheres 0 0.000936621916953 1 0.000312695434647
crescendos 0 0.000624414611302 1 0.000312695434647
lower 0 0.00156103652825 1 0.000312695434647
eisensteins 0 0.000312207305651 1 0.000625390869293
solemnity 0 0.000624414611302 1 0.000312695434647
persuasive 0 0.000312207305651 1 0.000625390869293
bounces 0 0.000624414611302 1 0.000625390869293
anybody 0 0.000936621916953 1 0.00125078173859
analysis 0 0.000312207305651 1 0.000625390869293
dared 0 0.000312207305651 1 0.00093808630394
cheer 0 0.000624414611302 1 0.00125078173859
formulaic 0 0.00499531689042 1 0.00125078173859
stumblebum 0 0.000624414611302 1 0.000312695434647
inspirational 0 0.000312207305651 1 0.00187617260788
dares 0 0.000624414611302 1 0.00156347717323
throwaway 0 0.000624414611302 1 0.000625390869293
abilities 0 0.000936621916953 1 0.000625390869293
spaceship 0 0.000312207305651 1 0.000625390869293
inactive 0 0.000624414611302 1 0.000312695434647
questions 0 0.00218545113956 1 0.00312695434647
lobotomized 0 0.000624414611302 1 0.000312695434647
continent 0 0.000312207305651 1 0.000625390869293
gems 0 0.000624414611302 1 0.000312695434647
tables 0 0.000624414611302 1 0.000312695434647
observant 0 0.0012488292226 1 0.00093808630394
workers 0 0.000312207305651 1 0.00093808630394
likeable 0 0.000312207305651 1 0.00093808630394
governmental 0 0.000312207305651 1 0.000625390869293
lifts 0 0.000312207305651 1 0.00093808630394
plateau 0 0.000312207305651 1 0.000625390869293
tamer 0 0.000312207305651 1 0.000625390869293
inducing 0 0.00156103652825 1 0.00093808630394
tormented 0 0.000624414611302 1 0.00093808630394
finder 0 0.000624414611302 1 0.000312695434647
associations 0 0.000624414611302 1 0.000312695434647
customers 0 0.000624414611302 1 0.000312695434647
hardscrabble 0 0.000312207305651 1 0.000625390869293
joyless 0 0.00187324383391 1 0.000312695434647
astringent 0 0.000624414611302 1 0.000625390869293
unlimited 0 0.000624414611302 1 0.000625390869293
boost 0 0.000624414611302 1 0.000625390869293
volletta 0 0.000312207305651 1 0.000625390869293
entangled 0 0.000312207305651 1 0.000625390869293
antiseptic 0 0.000624414611302 1 0.000312695434647
lowbrow 0 0.0012488292226 1 0.000625390869293
sideshow 0 0.000624414611302 1 0.000312695434647
moody 0 0.000624414611302 1 0.00218886804253
sencillamente 0 0.000312207305651 1 0.00093808630394
labute 0 0.000624414611302 1 0.00156347717323
shaped 0 0.000312207305651 1 0.00125078173859
confront 0 0.000624414611302 1 0.00125078173859
restroom 0 0.000936621916953 1 0.000312695434647
ignore 0 0.0012488292226 1 0.000625390869293
uproar 0 0.000624414611302 1 0.000312695434647
arthur 0 0.000624414611302 1 0.000312695434647
unstable 0 0.000312207305651 1 0.000625390869293
yorker 0 0.000312207305651 1 0.000625390869293
starry 0 0.000624414611302 1 0.000312695434647
unendurable 0 0.000624414611302 1 0.000312695434647
essential 0 0.000624414611302 1 0.00125078173859
transmute 0 0.000312207305651 1 0.000625390869293
hallmark 0 0.0012488292226 1 0.000625390869293
perpetual 0 0.000312207305651 1 0.000625390869293
hinted 0 0.000624414611302 1 0.000312695434647
mends 0 0.000624414611302 1 0.000312695434647
pretension 0 0.00249765844521 1 0.00125078173859
appealingly 0 0.000312207305651 1 0.000625390869293
kongs 0 0.000624414611302 1 0.000312695434647
loses 0 0.00343428036216 1 0.00125078173859
godfather 0 0.000312207305651 1 0.000625390869293
stately 0 0.000624414611302 1 0.00125078173859
ribisi 0 0.000624414611302 1 0.000625390869293
nauseating 0 0.000624414611302 1 0.000625390869293
thekids 0 0.000624414611302 1 0.000312695434647
pros 0 0.000312207305651 1 0.000625390869293
prop 0 0.000936621916953 1 0.000312695434647
marcus 0 0.0012488292226 1 0.000312695434647
busby 0 0.000312207305651 1 0.000625390869293
defined 0 0.000624414611302 1 0.000625390869293
disguising 0 0.000624414611302 1 0.000625390869293
tends 0 0.00249765844521 1 0.000625390869293
anne 0 0.00218545113956 1 0.00187617260788
prod 0 0.000312207305651 1 0.000625390869293
anna 0 0.000312207305651 1 0.00125078173859
attal 0 0.0012488292226 1 0.000625390869293
porridge 0 0.000624414611302 1 0.000312695434647
contrasting 0 0.000624414611302 1 0.00093808630394
leones 0 0.000312207305651 1 0.000625390869293
jumps 0 0.000624414611302 1 0.00093808630394
lose 0 0.000936621916953 1 0.000625390869293
zombie 0 0.000624414611302 1 0.000312695434647
aloft 0 0.000312207305651 1 0.00093808630394
consolation 0 0.000624414611302 1 0.000625390869293
refuses 0 0.0012488292226 1 0.00125078173859
cannons 0 0.000312207305651 1 0.000625390869293
telegraphed 0 0.000936621916953 1 0.000625390869293
intense 0 0.000312207305651 1 0.00375234521576
handled 0 0.000624414611302 1 0.00156347717323
hogwash 0 0.000624414611302 1 0.000312695434647
pipeline 0 0.000312207305651 1 0.000625390869293
peeved 0 0.000312207305651 1 0.000625390869293
westfeldt 0 0.000312207305651 1 0.000625390869293
row 0 0.000312207305651 1 0.000625390869293
refugees 0 0.000312207305651 1 0.00156347717323
firing 0 0.000624414611302 1 0.000312695434647
virus 0 0.000624414611302 1 0.000312695434647
brio 0 0.000936621916953 1 0.000312695434647
frightful 0 0.000624414611302 1 0.000312695434647
stricken 0 0.000312207305651 1 0.000625390869293
range 0 0.000624414611302 1 0.00125078173859
repulsion 0 0.000312207305651 1 0.000625390869293
lilias 0 0.000312207305651 1 0.000625390869293
quashed 0 0.000624414611302 1 0.000312695434647
purists 0 0.000312207305651 1 0.00093808630394
hatred 0 0.000624414611302 1 0.00156347717323
womens 0 0.0012488292226 1 0.00156347717323
fluttering 0 0.000312207305651 1 0.000625390869293
doltish 0 0.000624414611302 1 0.000312695434647
credible 0 0.00156103652825 1 0.00125078173859
muzak 0 0.000624414611302 1 0.000312695434647
scorns 0 0.000624414611302 1 0.000312695434647
caines 0 0.000312207305651 1 0.000625390869293
turntablism 0 0.000312207305651 1 0.000625390869293
sudsy 0 0.000624414611302 1 0.000625390869293
incoherence 0 0.000936621916953 1 0.000625390869293
plethora 0 0.000312207305651 1 0.000625390869293
stitched 0 0.000624414611302 1 0.000625390869293
mommy 0 0.000624414611302 1 0.000312695434647
70 0 0.000624414611302 1 0.000312695434647
heedless 0 0.000624414611302 1 0.000312695434647
humankinds 0 0.000312207305651 1 0.000625390869293
p�rdida 0 0.000624414611302 1 0.000312695434647
daphne 0 0.000624414611302 1 0.000312695434647
angela 0 0.000312207305651 1 0.000625390869293
parton 0 0.000624414611302 1 0.000312695434647
artifice 0 0.000936621916953 1 0.00093808630394
extraordinary 0 0.000936621916953 1 0.00312695434647
sports 0 0.000936621916953 1 0.00343964978111
stench 0 0.000624414611302 1 0.000312695434647
abbas 0 0.000312207305651 1 0.000625390869293
sonny 0 0.000936621916953 1 0.000625390869293
papin 0 0.000312207305651 1 0.00093808630394
pallid 0 0.000624414611302 1 0.000312695434647
amidst 0 0.000624414611302 1 0.000625390869293
baggy 0 0.000624414611302 1 0.000312695434647
unimaginatively 0 0.000624414611302 1 0.000312695434647
rootlessness 0 0.000312207305651 1 0.000625390869293
impresses 0 0.000312207305651 1 0.000625390869293
prey 0 0.000624414611302 1 0.000312695434647
conceivable 0 0.000936621916953 1 0.000312695434647
analyze 0 0.00156103652825 1 0.00156347717323
burningly 0 0.000624414611302 1 0.000312695434647
files 0 0.000936621916953 1 0.000312695434647
mountains 0 0.000624414611302 1 0.000312695434647
plunge 0 0.000312207305651 1 0.000625390869293
bradbury 0 0.000624414611302 1 0.000312695434647
girlfriends 0 0.000624414611302 1 0.000312695434647
chides 0 0.000312207305651 1 0.000625390869293
cuter 0 0.000312207305651 1 0.000625390869293
crank 0 0.000624414611302 1 0.000312695434647
repeatedly 0 0.000936621916953 1 0.00093808630394
delta 0 0.000624414611302 1 0.000312695434647
doggedness 0 0.000312207305651 1 0.000625390869293
crane 0 0.000312207305651 1 0.00093808630394
junior 0 0.000624414611302 1 0.000312695434647
raising 0 0.000936621916953 1 0.000625390869293
overinflated 0 0.000624414611302 1 0.000312695434647
hush 0 0.000312207305651 1 0.00093808630394
patriot 0 0.000312207305651 1 0.000625390869293
astounds 0 0.000312207305651 1 0.000625390869293
commercialism 0 0.000624414611302 1 0.000312695434647
demeanor 0 0.000624414611302 1 0.000312695434647
fulfilling 0 0.000624414611302 1 0.00093808630394
characteristic 0 0.000936621916953 1 0.000625390869293
feasting 0 0.000312207305651 1 0.000625390869293
social 0 0.00343428036216 1 0.00375234521576
stalking 0 0.000312207305651 1 0.000625390869293
gratifying 0 0.000312207305651 1 0.000625390869293
fica 0 0.000312207305651 1 0.000625390869293
today 0 0.000936621916953 1 0.00156347717323
participants 0 0.000624414611302 1 0.00093808630394
sturges 0 0.000312207305651 1 0.000625390869293
highlight 0 0.000936621916953 1 0.000625390869293
dazzlingly 0 0.000312207305651 1 0.000625390869293
z 0 0.000624414611302 1 0.00125078173859
strands 0 0.000624414611302 1 0.000625390869293
whetted 0 0.000312207305651 1 0.000625390869293
shes 0 0.00249765844521 1 0.00156347717323
beguiling 0 0.000312207305651 1 0.00125078173859
individuality 0 0.000624414611302 1 0.000312695434647
freak 0 0.000312207305651 1 0.00125078173859
tiniest 0 0.000624414611302 1 0.000625390869293
stick 0 0.0012488292226 1 0.000625390869293
soars 0 0.000312207305651 1 0.000625390869293
steeped 0 0.000624414611302 1 0.000625390869293
sepia 0 0.000624414611302 1 0.000312695434647
invincible 0 0.000624414611302 1 0.00156347717323
kathryn 0 0.000312207305651 1 0.000625390869293
warning 0 0.00187324383391 1 0.000625390869293
ingredients 0 0.0012488292226 1 0.000625390869293
undertones 0 0.000312207305651 1 0.000625390869293
stylishness 0 0.000312207305651 1 0.000625390869293
credulity 0 0.000936621916953 1 0.000312695434647
graham 0 0.000312207305651 1 0.00093808630394
petes 0 0.000624414611302 1 0.000625390869293
bombastic 0 0.000312207305651 1 0.000625390869293
rainbow 0 0.000312207305651 1 0.000625390869293
rainy 0 0.000624414611302 1 0.000312695434647
rosario 0 0.000312207305651 1 0.000625390869293
lemon 0 0.000624414611302 1 0.000312695434647
tone 0 0.00499531689042 1 0.00656660412758
tentative 0 0.000624414611302 1 0.000312695434647
marching 0 0.000312207305651 1 0.00093808630394
moods 0 0.000624414611302 1 0.00093808630394
inequities 0 0.000312207305651 1 0.000625390869293
sessions 0 0.000936621916953 1 0.000625390869293
backs 0 0.000312207305651 1 0.000625390869293
nick 0 0.000624414611302 1 0.000312695434647
ferment 0 0.000312207305651 1 0.000625390869293
irk 0 0.000624414611302 1 0.000312695434647
shimizu 0 0.000312207305651 1 0.000625390869293
mock 0 0.000312207305651 1 0.000625390869293
ramsays 0 0.000312207305651 1 0.000625390869293
muddled 0 0.00218545113956 1 0.000625390869293
vaulting 0 0.000624414611302 1 0.000312695434647
generates 0 0.0012488292226 1 0.000625390869293
leaden 0 0.00187324383391 1 0.000312695434647
understatement 0 0.000312207305651 1 0.000625390869293
problems 0 0.00187324383391 1 0.00250156347717
breasts 0 0.000936621916953 1 0.000312695434647
helping 0 0.000624414611302 1 0.000625390869293
develops 0 0.000624414611302 1 0.00093808630394
tomcats 0 0.000936621916953 1 0.000312695434647
allowing 0 0.000312207305651 1 0.00093808630394
clue 0 0.0012488292226 1 0.000312695434647
broomfield 0 0.000624414611302 1 0.00187617260788
suffers 0 0.00530752419607 1 0.00093808630394
vice 0 0.000936621916953 1 0.000312695434647
reiner 0 0.000624414611302 1 0.000312695434647
ton 0 0.000312207305651 1 0.000625390869293
departments 0 0.000312207305651 1 0.000625390869293
pyro 0 0.000624414611302 1 0.000312695434647
departs 0 0.000936621916953 1 0.000312695434647
narrativa 0 0.000312207305651 1 0.000625390869293
narrative 0 0.00593193880737 1 0.00750469043152
dismal 0 0.000312207305651 1 0.000625390869293
nash 0 0.000936621916953 1 0.000312695434647
intentional 0 0.000624414611302 1 0.000625390869293
weighty 0 0.000936621916953 1 0.00125078173859
once 0 0.00842959725258 1 0.0093808630394
wrestle 0 0.000624414611302 1 0.000312695434647
incompet�ncia 0 0.000624414611302 1 0.000312695434647
hooks 0 0.000312207305651 1 0.000625390869293
drabness 0 0.000624414611302 1 0.000312695434647
resistance 0 0.000312207305651 1 0.00125078173859
steve 0 0.000936621916953 1 0.00125078173859
dispel 0 0.000624414611302 1 0.000312695434647
gang 0 0.0012488292226 1 0.00093808630394
referencing 0 0.000624414611302 1 0.000625390869293
winds 0 0.00249765844521 1 0.00125078173859
discordant 0 0.000312207305651 1 0.000625390869293
loyalty 0 0.000624414611302 1 0.00093808630394
dramaaction 0 0.000312207305651 1 0.000625390869293
goofiness 0 0.000624414611302 1 0.000312695434647
issues 0 0.00249765844521 1 0.00437773608505
simon 0 0.000624414611302 1 0.000312695434647
romethings 0 0.000624414611302 1 0.000312695434647
chaplins 0 0.000624414611302 1 0.000312695434647
villeneuves 0 0.000312207305651 1 0.000625390869293
shanghai 0 0.000936621916953 1 0.00093808630394
dissidents 0 0.000312207305651 1 0.000625390869293
tadpole 0 0.0012488292226 1 0.00093808630394
humored 0 0.000312207305651 1 0.000625390869293
druggy 0 0.000936621916953 1 0.000312695434647
sydneys 0 0.000312207305651 1 0.000625390869293
soiree 0 0.000624414611302 1 0.000312695434647
ridiculousness 0 0.000624414611302 1 0.000312695434647
include 0 0.0012488292226 1 0.000625390869293
l�stima 0 0.000624414611302 1 0.000312695434647
dramatically 0 0.0012488292226 1 0.00093808630394
snipes 0 0.00156103652825 1 0.00093808630394
rag 0 0.000624414611302 1 0.000312695434647
attempts 0 0.00312207305651 1 0.00093808630394
confirmation 0 0.000312207305651 1 0.000625390869293
mainstream 0 0.00156103652825 1 0.00218886804253
disquieting 0 0.000624414611302 1 0.000625390869293
slickest 0 0.000312207305651 1 0.000625390869293
melding 0 0.000312207305651 1 0.000625390869293
spoon 0 0.000624414611302 1 0.000312695434647
andersons 0 0.000624414611302 1 0.000625390869293
spook 0 0.000312207305651 1 0.000625390869293
cardoso 0 0.000312207305651 1 0.000625390869293
remade 0 0.000624414611302 1 0.000312695434647
mined 0 0.000936621916953 1 0.000312695434647
brightly 0 0.000624414611302 1 0.000312695434647
incoherent 0 0.00280986575086 1 0.000312695434647
bonds 0 0.000624414611302 1 0.000625390869293
dialed 0 0.000624414611302 1 0.000312695434647
underscores 0 0.000624414611302 1 0.000312695434647
deals 0 0.000936621916953 1 0.00093808630394
tenderness 0 0.000624414611302 1 0.000625390869293
congrats 0 0.000312207305651 1 0.000625390869293
dealt 0 0.000312207305651 1 0.000625390869293
hawns 0 0.000624414611302 1 0.000625390869293
relation 0 0.000312207305651 1 0.000625390869293
exhibits 0 0.000624414611302 1 0.000312695434647
settlers 0 0.000624414611302 1 0.000312695434647
pleas 0 0.000312207305651 1 0.000625390869293
someday 0 0.000312207305651 1 0.000625390869293
worldly 0 0.000624414611302 1 0.000625390869293
smaller 0 0.000936621916953 1 0.000625390869293
gripping 0 0.000936621916953 1 0.00375234521576
folds 0 0.000624414611302 1 0.000312695434647
surefire 0 0.000624414611302 1 0.000625390869293
lightest 0 0.000312207305651 1 0.000625390869293
malice 0 0.000312207305651 1 0.000625390869293
kouyates 0 0.000312207305651 1 0.000625390869293
narcotized 0 0.000312207305651 1 0.000625390869293
concludes 0 0.000312207305651 1 0.000625390869293
sheridans 0 0.000624414611302 1 0.000312695434647
acid 0 0.000312207305651 1 0.00093808630394
makers 0 0.00218545113956 1 0.00218886804253
folk 0 0.000936621916953 1 0.00093808630394
bubba 0 0.000312207305651 1 0.000625390869293
showcase 0 0.0012488292226 1 0.00125078173859
waiting 0 0.00218545113956 1 0.00156347717323
fritters 0 0.000624414611302 1 0.000312695434647
blender 0 0.000624414611302 1 0.000625390869293
astray 0 0.000936621916953 1 0.000312695434647
fearlessness 0 0.000624414611302 1 0.00093808630394
sprinklings 0 0.000624414611302 1 0.000312695434647
ensure 0 0.000624414611302 1 0.000312695434647
cozy 0 0.000312207305651 1 0.000625390869293
degree 0 0.0012488292226 1 0.00093808630394
qualls 0 0.000624414611302 1 0.000312695434647
kangaroo 0 0.000312207305651 1 0.000625390869293
pushing 0 0.000624414611302 1 0.000625390869293
pranksters 0 0.000312207305651 1 0.000625390869293
sexo 0 0.000312207305651 1 0.000625390869293
freshening 0 0.000312207305651 1 0.000625390869293
explore 0 0.0012488292226 1 0.00125078173859
separation 0 0.000312207305651 1 0.000625390869293
dirigir 0 0.000624414611302 1 0.000312695434647
masturbation 0 0.000624414611302 1 0.000312695434647
melodramas 0 0.000936621916953 1 0.000312695434647
lillard 0 0.000624414611302 1 0.000625390869293
swashbuckler 0 0.000312207305651 1 0.000625390869293
metro 0 0.000312207305651 1 0.000625390869293
cleopatra 0 0.000624414611302 1 0.000312695434647
larger 0 0.000936621916953 1 0.00125078173859
shades 0 0.000312207305651 1 0.00125078173859
calvin 0 0.000624414611302 1 0.000625390869293
esque 0 0.000624414611302 1 0.00125078173859
leaving 0 0.00187324383391 1 0.00125078173859
suggests 0 0.00187324383391 1 0.00125078173859
kvetch 0 0.000624414611302 1 0.000312695434647
slightest 0 0.000624414611302 1 0.000625390869293
submerged 0 0.000624414611302 1 0.000312695434647
cad 0 0.000312207305651 1 0.000625390869293
saldanha 0 0.000624414611302 1 0.000312695434647
goofball 0 0.000624414611302 1 0.00093808630394
selby 0 0.000624414611302 1 0.000312695434647
apple 0 0.000624414611302 1 0.000312695434647
spy 0 0.00437090227911 1 0.00500312695435
concealment 0 0.000312207305651 1 0.000625390869293
pulpy 0 0.000624414611302 1 0.000625390869293
improbably 0 0.000624414611302 1 0.000312695434647
apt 0 0.000936621916953 1 0.000312695434647
expect 0 0.00312207305651 1 0.00375234521576
hardy 0 0.000312207305651 1 0.00093808630394
sugarman 0 0.000624414611302 1 0.000312695434647
duck 0 0.000936621916953 1 0.000312695434647
apply 0 0.0012488292226 1 0.00093808630394
competently 0 0.000936621916953 1 0.000312695434647
boasts 0 0.000936621916953 1 0.000625390869293
ape 0 0.000624414611302 1 0.000312695434647
fed 0 0.000312207305651 1 0.000625390869293
lottery 0 0.000624414611302 1 0.000312695434647
hippie 0 0.000312207305651 1 0.000625390869293
hist髍ia 0 0.000312207305651 1 0.000625390869293
gere 0 0.000312207305651 1 0.00156347717323
� 0 0.00468310958476 1 0.000312695434647
doodle 0 0.000624414611302 1 0.000312695434647
rackets 0 0.000624414611302 1 0.000312695434647
underscoring 0 0.000624414611302 1 0.000312695434647
depicted 0 0.000312207305651 1 0.000625390869293
scariest 0 0.000312207305651 1 0.00093808630394
bluto 0 0.000624414611302 1 0.000312695434647
bitterly 0 0.000312207305651 1 0.000625390869293
bottomless 0 0.000624414611302 1 0.000312695434647
eagles 0 0.000312207305651 1 0.000625390869293
novaks 0 0.000624414611302 1 0.000312695434647
sheerly 0 0.000312207305651 1 0.00093808630394
freezers 0 0.000624414611302 1 0.000312695434647
verite 0 0.000312207305651 1 0.000625390869293
roughshod 0 0.000312207305651 1 0.00093808630394
schematic 0 0.000624414611302 1 0.000312695434647
humanly 0 0.000624414611302 1 0.00093808630394
tons 0 0.000312207305651 1 0.000625390869293
impress 0 0.000312207305651 1 0.00093808630394
rabbit 0 0.000624414611302 1 0.00156347717323
talkiness 0 0.000624414611302 1 0.000312695434647
entwined 0 0.000312207305651 1 0.000625390869293
women 0 0.00499531689042 1 0.00719199499687
smallness 0 0.000312207305651 1 0.000625390869293
extension 0 0.000624414611302 1 0.000625390869293
slaps 0 0.000312207305651 1 0.000625390869293
indifference 0 0.000624414611302 1 0.000625390869293
linger 0 0.000312207305651 1 0.000625390869293
critic 0 0.000624414611302 1 0.000625390869293
misfits 0 0.000312207305651 1 0.000625390869293
anywhere 0 0.000936621916953 1 0.00093808630394
chin 0 0.000312207305651 1 0.000625390869293
pedagogy 0 0.000624414611302 1 0.000312695434647
purports 0 0.000936621916953 1 0.000312695434647
regain 0 0.000624414611302 1 0.000625390869293
befits 0 0.000624414611302 1 0.000312695434647
dropped 0 0.000312207305651 1 0.000625390869293
bittersweet 0 0.000624414611302 1 0.00281425891182
distractions 0 0.000312207305651 1 0.000625390869293
indulgence 0 0.0012488292226 1 0.000312695434647
thirsty 0 0.000624414611302 1 0.000312695434647
earnestness 0 0.000624414611302 1 0.00125078173859
matinee 0 0.000936621916953 1 0.00187617260788
tootsie 0 0.000624414611302 1 0.000312695434647
dripping 0 0.000624414611302 1 0.000312695434647
nonbelievers 0 0.000624414611302 1 0.000312695434647
rapt 0 0.000312207305651 1 0.000625390869293
tad 0 0.000936621916953 1 0.000312695434647
villain 0 0.000624414611302 1 0.00125078173859
heaving 0 0.000312207305651 1 0.000625390869293
archetypal 0 0.000312207305651 1 0.000625390869293
higuchinsky 0 0.000624414611302 1 0.000312695434647
tan 0 0.000312207305651 1 0.000625390869293
madame 0 0.000312207305651 1 0.000625390869293
cowardly 0 0.000624414611302 1 0.000312695434647
rape 0 0.000936621916953 1 0.000312695434647
summers 0 0.0012488292226 1 0.000625390869293
exoticism 0 0.000312207305651 1 0.000625390869293
provoke 0 0.000624414611302 1 0.000312695434647
miike 0 0.000312207305651 1 0.000625390869293
guru 0 0.000312207305651 1 0.000625390869293
cliches 0 0.00593193880737 1 0.00312695434647
distinguishable 0 0.000624414611302 1 0.000312695434647
mein 0 0.000312207305651 1 0.000625390869293
sidewalks 0 0.000624414611302 1 0.000312695434647
carries 0 0.0012488292226 1 0.00187617260788
tom 0 0.00312207305651 1 0.00218886804253
edmund 0 0.000312207305651 1 0.000625390869293
prognosis 0 0.000312207305651 1 0.000625390869293
hopped 0 0.000312207305651 1 0.000625390869293
unquestionably 0 0.000312207305651 1 0.000625390869293
instead 0 0.0112394630034 1 0.00375234521576
struggled 0 0.000624414611302 1 0.000625390869293
toddler 0 0.000624414611302 1 0.000312695434647
panic 0 0.000624414611302 1 0.000312695434647
sin 0 0.000936621916953 1 0.00125078173859
gallo 0 0.000312207305651 1 0.000625390869293
cliched 0 0.00249765844521 1 0.00093808630394
tension 0 0.00405869497346 1 0.00218886804253
puppets 0 0.000624414611302 1 0.000312695434647
maternal 0 0.000312207305651 1 0.000625390869293
demonstrates 0 0.000936621916953 1 0.00187617260788
immersed 0 0.000624414611302 1 0.000625390869293
tact 0 0.000312207305651 1 0.000625390869293
impulsive 0 0.000312207305651 1 0.000625390869293
unforgivably 0 0.000624414611302 1 0.000312695434647
discomfort 0 0.000312207305651 1 0.00093808630394
abuse 0 0.000936621916953 1 0.00125078173859
men 0 0.00624414611302 1 0.00562851782364
ethnic 0 0.000624414611302 1 0.00125078173859
skullduggery 0 0.000312207305651 1 0.000625390869293
intellectual 0 0.00156103652825 1 0.00187617260788
resumes 0 0.000624414611302 1 0.000312695434647
sillier 0 0.000936621916953 1 0.000625390869293
light 0 0.00437090227911 1 0.00594121325829
arduous 0 0.000624414611302 1 0.000312695434647
wwii 0 0.000624414611302 1 0.000625390869293
civics 0 0.000312207305651 1 0.000625390869293
honestly 0 0.000624414611302 1 0.00156347717323
improvised 0 0.00187324383391 1 0.000625390869293
aviv 0 0.000624414611302 1 0.000312695434647
s�o 0 0.000624414611302 1 0.000312695434647
jolie 0 0.000624414611302 1 0.000312695434647
mcgrath 0 0.000312207305651 1 0.000625390869293
elie 0 0.000624414611302 1 0.000312695434647
spreads 0 0.000936621916953 1 0.000312695434647
poor 0 0.00405869497346 1 0.00187617260788
destructiveness 0 0.000312207305651 1 0.000625390869293
demeo 0 0.000624414611302 1 0.000625390869293
deprecating 0 0.000624414611302 1 0.00093808630394
demme 0 0.000936621916953 1 0.000312695434647
meager 0 0.000624414611302 1 0.000312695434647
looks 0 0.00499531689042 1 0.00343964978111
evelyns 0 0.000312207305651 1 0.000625390869293
chopsocky 0 0.000624414611302 1 0.000312695434647
unchecked 0 0.000312207305651 1 0.00093808630394
portable 0 0.000624414611302 1 0.000312695434647
superior 0 0.00187324383391 1 0.00156347717323
thuggery 0 0.000624414611302 1 0.000312695434647
ships 0 0.000624414611302 1 0.000312695434647
nostalgia 0 0.00249765844521 1 0.000625390869293
nostalgic 0 0.000312207305651 1 0.00125078173859
sissakos 0 0.000312207305651 1 0.000625390869293
intoxicatingly 0 0.000312207305651 1 0.000625390869293
permanent 0 0.000624414611302 1 0.000312695434647
contemplative 0 0.000624414611302 1 0.00093808630394
choose 0 0.0012488292226 1 0.00093808630394
primal 0 0.000312207305651 1 0.000625390869293
inconsistencies 0 0.000936621916953 1 0.000625390869293
covered 0 0.000624414611302 1 0.000312695434647
sanitised 0 0.000624414611302 1 0.000312695434647
crowds 0 0.000312207305651 1 0.000625390869293
refracting 0 0.000312207305651 1 0.000625390869293
freeman 0 0.000936621916953 1 0.000625390869293
bumbling 0 0.000312207305651 1 0.00093808630394
crash 0 0.0012488292226 1 0.00093808630394
richness 0 0.000624414611302 1 0.000625390869293
makings 0 0.000624414611302 1 0.000312695434647
material 0 0.013424914143 1 0.00562851782364
versace 0 0.000624414611302 1 0.000312695434647
commended 0 0.000624414611302 1 0.000312695434647
ambition 0 0.00187324383391 1 0.000625390869293
flee 0 0.000312207305651 1 0.000625390869293
pinheads 0 0.000624414611302 1 0.000312695434647
successor 0 0.000312207305651 1 0.000625390869293
worlds 0 0.000624414611302 1 0.00281425891182
progressive 0 0.000312207305651 1 0.000625390869293
standoffish 0 0.000624414611302 1 0.000312695434647
profound 0 0.00187324383391 1 0.00281425891182
edit 0 0.000312207305651 1 0.000625390869293
sentimentalizing 0 0.000312207305651 1 0.000625390869293
feast 0 0.000312207305651 1 0.00156347717323
bille 0 0.000312207305651 1 0.000625390869293
subcontinent 0 0.000312207305651 1 0.000625390869293
trimmed 0 0.000312207305651 1 0.000625390869293
nonstop 0 0.000312207305651 1 0.00156347717323
tumult 0 0.000936621916953 1 0.000312695434647
cocoon 0 0.000624414611302 1 0.000625390869293
crikey 0 0.000624414611302 1 0.000312695434647
erratic 0 0.0012488292226 1 0.000312695434647
studios 0 0.000936621916953 1 0.000312695434647
lobbies 0 0.000312207305651 1 0.000625390869293
tepid 0 0.000936621916953 1 0.000625390869293
centuries 0 0.000624414611302 1 0.00093808630394
daft 0 0.000624414611302 1 0.000625390869293
eloquent 0 0.000624414611302 1 0.00156347717323
product 0 0.00312207305651 1 0.000312695434647
related 0 0.000624414611302 1 0.000312695434647
morton 0 0.000312207305651 1 0.000625390869293
88 0 0.000936621916953 1 0.000312695434647
89 0 0.000312207305651 1 0.000625390869293
interplay 0 0.000624414611302 1 0.000625390869293
82 0 0.000312207305651 1 0.000625390869293
cliche 0 0.00343428036216 1 0.00125078173859
80 0 0.00187324383391 1 0.000312695434647
86 0 0.0012488292226 1 0.000312695434647
